1	१
saṃvegajātāhi	संवेगजाताहि
saṃvidhāya	संविधाय
saṃviggamānaso	संविग्गमानसो
saṃvijjamānā	संविज्जमाना
saṃyuttaaṅguttarikadvemahānikāyappamāṇāva	संयुत्तअङ्गुत्तरिकद्वेमहानिकायप्पमाणाव
saṃyuttanikāye	संयुत्तनिकाये
saṃyuttanikāyo	संयुत्तनिकायो
saṃyuttasaṅgaho	संयुत्तसङ्गहो
saṅgahappabhedaṃ	सङ्गहप्पभेदं
saṅgahitaṃ	सङ्गहितं
saṅgahitena	सङ्गहितेन
saṅgahitā	सङ्गहिता
saṅgahitāni	सङ्गहितानि
saṅgaho	सङ्गहो
saṅgayhamānaṃ	सङ्गय्हमानं
saṅghassa	सङ्घस्स
saṅghaṃ	सङ्घं
saṅghe	सङ्घे
saṅghārāmaṃ	सङ्घारामं
saṅgāyantena	सङ्गायन्तेन
saṅgītaṃ	सङ्गीतं
saṅgīte	सङ्गीते
saṅgītiāropitanayena	सङ्गीतिआरोपितनयेन
saṅgīto	सङ्गीतो
saṅkamitvā	सङ्कमित्वा
saṅkamitvāva	सङ्कमित्वाव
saṅkampi	सङ्कम्पि
saṅkhabrāhmaṇakāle	सङ्खब्राह्मणकाले
saṅkhapālajātakāle	सङ्खपालजातकाले
saṅkhepo	सङ्खेपो
saṅkhyaṃ	सङ्ख्यं
saṅkhyā	सङ्ख्या
saṅkhārayamakaṃ	सङ्खारयमकं
saṅkhārā	सङ्खारा
saṇhasukhumadhammaṃ	सण्हसुखुमधम्मं
saṇikaṃ	सणिकं
saṇṭhahatīti	सण्ठहतीति
saṭṭhi	सट्ठि
saṭṭhibhikkhusatasahassāni	सट्ठिभिक्खुसतसहस्सानि
saṭṭhihatthaṃ	सट्ठिहत्थं
saṭṭhihatthe	सट्ठिहत्थे
saṭṭhihatthubbedhaṃ	सट्ठिहत्थुब्बेधं
saṭṭhivassasahassāni	सट्ठिवस्ससहस्सानि
saṭṭhivassasahassānīti	सट्ठिवस्ससहस्सानीति
saṭṭhivassikattherā	सट्ठिवस्सिकत्थेरा
sedā	सेदा
sekhā	सेखा
sekkhā	सेक्खा
selamayaṃ	सेलमयं
selo	सेलो
selā	सेला
senakapaṇḍitakāle	सेनकपण्डितकाले
senānigame	सेनानिगमे
senāsanaṃ	सेनासनं
serī	सेरी
sesi	सेसि
sesānampi	सेसानम्पि
setabhittiyo	सेतभित्तियो
setaṭṭhānehi	सेतट्ठानेहि
sevanti	सेवन्ति
seyyathāpi	सेय्यथापि
seyyaṃ	सेय्यं
sibbitabbābhāvo	सिब्बितब्बाभावो
siddhatthassa	सिद्धत्थस्स
siddhattho	सिद्धत्थो
siddhippattassa	सिद्धिप्पत्तस्स
siggavo	सिग्गवो
sikhī	सिखी
sikkhanti	सिक्खन्ति
sikkhantī	सिक्खन्ती
sikkhitasikkhā	सिक्खितसिक्खा
sikkhā	सिक्खा
sikkhāpadapaññāpanaṃ	सिक्खापदपञ्ञापनं
sikkhāpadavibhaṅge	सिक्खापदविभङ्गे
sikkhāpadavibhaṅgo	सिक्खापदविभङ्गो
sikkhāpadāni	सिक्खापदानि
sikkāya	सिक्काय
siliṭṭhaṃ	सिलिट्ठं
sineruṃ	सिनेरुं
siniddhāhāro	सिनिद्धाहारो
sirasmiṃ	सिरस्मिं
sirimā	सिरिमा
sirisayane	सिरिसयने
siriyā	सिरिया
sirīmato	सिरीमतो
sissehi	सिस्सेहि
sissānusissasaṅkhātāya	सिस्सानुसिस्ससङ्खाताय
sissānusissehīti	सिस्सानुसिस्सेहीति
sivamañjase	सिवमञ्जसे
sive	सिवे
sivijātake	सिविजातके
sivirājakāle	सिविराजकाले
siyā	सिया
so	सो
sobhati	सोभति
sobhavatī	सोभवती
sobhaṇaṃ	सोभणं
sobhesi	सोभेसि
sobheyyāti	सोभेय्याति
sobhito	सोभितो
sodhayissāmi	सोधयिस्सामि
sodhemahaṃ	सोधेमहं
sodhenti	सोधेन्ति
sodhetha	सोधेथ
sodhetuṃ	सोधेतुं
sodhīyati	सोधीयति
soko	सोको
somanassakumārakāle	सोमनस्सकुमारकाले
somanassaṃ	सोमनस्सं
sopi	सोपि
sosetvā	सोसेत्वा
sotthijo	सोत्थिजो
sotthiyena	सोत्थियेन
sotthiṃ	सोत्थिं
sotukāmaṃ	सोतुकामं
sotūnaṃ	सोतूनं
sovaṇṇamayaṃ	सोवण्णमयं
soḷasa	सोळस
soṇako	सोणको
soṇarukkho	सोणरुक्खो
soṇo	सोणो
soṇā	सोणा
su	सु
subhaddo	सुभद्दो
subhaddā	सुभद्दा
sucimpi	सुचिम्पि
suciṃ	सुचिं
suciṇṇe	सुचिण्णे
suciṇṇo	सुचिण्णो
sudassananagare	सुदस्सननगरे
sudassanasiluccaye	सुदस्सनसिलुच्चये
sudassanaṃ	सुदस्सनं
sudassano	सुदस्सनो
sudassanā	सुदस्सना
sudatto	सुदत्तो
sudattā	सुदत्ता
suddhagocarā	सुद्धगोचरा
suddhikagāthā	सुद्धिकगाथा
suddhodano	सुद्धोदनो
suddhāvāse	सुद्धावासे
sudevo	सुदेवो
sudhammaṃ	सुधम्मं
sudhammo	सुधम्मो
sudhammā	सुधम्मा
sudhaññavatī	सुधञ्ञवती
sudinnaṃ	सुदिन्नं
sudinno	सुदिन्नो
sudubbudhaṃ	सुदुब्बुधं
sugambhīrāti	सुगम्भीराति
suggahitā	सुग्गहिता
suguttaṃ	सुगुत्तं
sujāto	सुजातो
sujātā	सुजाता
sujātāya	सुजाताय
sukathitaṃ	सुकथितं
sukato	सुकतो
sukhadukkhaṃ	सुखदुक्खं
sukhadukkhe	सुखदुक्खे
sukhamāvahāti	सुखमावहाति
sukhaṃ	सुखं
sukhena	सुखेन
sukhito	सुखितो
sukhumālakaraṇabhāvo	सुखुमालकरणभावो
sukhāya	सुखाय
sukhī	सुखी
sulabhatāya	सुलभताय
sumanadevatthero	सुमनदेवत्थेरो
sumano	सुमनो
sumanā	सुमना
sumaṅgalaṃ	सुमङ्गलं
sumedhakathā	सुमेधकथा
sumedhapaṇḍitena	सुमेधपण्डितेन
sumedhapaṇḍito	सुमेधपण्डितो
sumedho	सुमेधो
sumitto	सुमित्तो
sumāpitā	सुमापिता
sunando	सुनन्दो
sunandā	सुनन्दा
sundaraṃ	सुन्दरं
sundarī	सुन्दरी
sunetto	सुनेत्तो
supaccakkho	सुपच्चक्खो
supakkalākhārasasiñcamānā	सुपक्कलाखारससिञ्चमाना
suparicchinno	सुपरिच्छिन्नो
suphassā	सुफस्सा
suphusitaṃ	सुफुसितं
suppatiṭṭhito	सुप्पतिट्ठितो
suppatīto	सुप्पतीतो
suppaṭipanno	सुप्पटिपन्नो
supupphitasatapattasassirikaṃ	सुपुप्फितसतपत्तसस्सिरिकं
surakkhito	सुरक्खितो
surattadupaṭṭaṃ	सुरत्तदुपट्टं
suruci	सुरुचि
surāmā	सुरामा
susīmo	सुसीमो
sutta	सुत्त
suttanipāte	सुत्तनिपाते
suttantabhājanīyaabhidhammabhājanīyapañhapucchakanayānaṃ	सुत्तन्तभाजनीयअभिधम्मभाजनीयपञ्हपुच्छकनयानं
suttantabhājanīyaabhidhammabhājanīyapañhapucchakānaṃ	सुत्तन्तभाजनीयअभिधम्मभाजनीयपञ्हपुच्छकानं
suttantabhājanīyaṃ	सुत्तन्तभाजनीयं
suttantapiṭakaṃ	सुत्तन्तपिटकं
suttantapiṭake	सुत्तन्तपिटके
suttantañca	सुत्तन्तञ्च
suttantaṃ	सुत्तन्तं
suttanti	सुत्तन्ति
suttantikadukā	सुत्तन्तिकदुका
suttantā	सुत्तन्ता
suttanāmakaṃ	सुत्तनामकं
suttapadānañceva	सुत्तपदानञ्चेव
suttasabhāgato	सुत्तसभागतो
suttasahassaṃ	सुत्तसहस्सं
suttasahassesu	सुत्तसहस्सेसु
suttasahassāni	सुत्तसहस्सानि
suttasatāni	सुत्तसतानि
suttaṃ	सुत्तं
suttaṃpe	सुत्तंपे
suttena	सुत्तेन
suttesu	सुत्तेसु
suttādīni	सुत्तादीनि
suttānaṃ	सुत्तानं
suttāni	सुत्तानि
sutvā	सुत्वा
sutvāna	सुत्वान
suvavatthito	सुववत्थितो
suvaṇṇakalasehi	सुवण्णकलसेहि
suvaṇṇamayesu	सुवण्णमयेसु
suvaṇṇamayā	सुवण्णमया
suvaṇṇapaṭa	सुवण्णपट
suvaṇṇapaṭapasāritā	सुवण्णपटपसारिता
suvaṇṇapaṭimā	सुवण्णपटिमा
suvaṇṇapādukañca	सुवण्णपादुकञ्च
suvaṇṇapātiṃ	सुवण्णपातिं
suvaṇṇarajatamaṇimuttādipūrite	सुवण्णरजतमणिमुत्तादिपूरिते
suvaṇṇarasadhārābhisiñcamānā	सुवण्णरसधाराभिसिञ्चमाना
suvaṇṇavaṇṇaṃ	सुवण्णवण्णं
suvaṇṇāliṅgasadisaṃ	सुवण्णालिङ्गसदिसं
suvaṇṇāliṅgaṃ	सुवण्णालिङ्गं
suvisodhitaṃ	सुविसोधितं
suvuttato	सुवुत्ततो
suññā	सुञ्ञा
sve	स्वे
svāhaṃ	स्वाहं
svātanāya	स्वातनाय
sā	सा
sādhakāni	साधकानि
sādhentā	साधेन्ता
sādhu	साधु
sādhukāraṃ	साधुकारं
sādhāraṇabhāvo	साधारणभावो
sādhāraṇatāya	साधारणताय
sādhūti	साधूति
sāgaresu	सागरेसु
sāgaro	सागरो
sāgarā	सागरा
sākhāpalāsasadisā	साखापलाससदिसा
sālakalyāṇī	सालकल्याणी
sālarukkho	सालरुक्खो
sālarājāva	सालराजाव
sālo	सालो
sālāpi	सालापि
sāmaññaṃ	सामञ्ञं
sāmikā	सामिका
sāmukkaṃsikena	सामुक्कंसिकेन
sāmā	सामा
sāragavesīti	सारगवेसीति
sārarukkho	साररुक्खो
sārasūciṃ	सारसूचिं
sāratthiko	सारत्थिको
sāriputta	सारिपुत्त
sāriputtassa	सारिपुत्तस्स
sāriputtattherappabhavo	सारिपुत्तत्थेरप्पभवो
sāriputtattheravatthu	सारिपुत्तत्थेरवत्थु
sāriputtatthero	सारिपुत्तत्थेरो
sāriputtāti	सारिपुत्ताति
sāropamaṃ	सारोपमं
sāruppabhāvo	सारुप्पभावो
sāsanato	सासनतो
sāsanaṃ	सासनं
sāsane	सासने
sāsitāti	सासिताति
sātisāro	सातिसारो
sāvakabhāsitattā	सावकभासितत्ता
sāvakasannipātesu	सावकसन्निपातेसु
sāvakasannipāto	सावकसन्निपातो
sāvakasannipātā	सावकसन्निपाता
sāvako	सावको
sāvakā	सावका
sāvikā	साविका
sāvitoti	सावितोति
sāyanhasamayaṃ	सायन्हसमयं
sāyanhasamaye	सायन्हसमये
sāyaṃ	सायं
sāṭakasmiṃ	साटकस्मिं
sāṭakayugaṃ	साटकयुगं
sāṭakaṃ	साटकं
sāṭṭhakathānaṃ	साट्ठकथानं
sīhanādaṃ	सीहनादं
sīhassa	सीहस्स
sīhaṃ	सीहं
sīho	सीहो
sīlakkhandhādipāripūriṃyeva	सीलक्खन्धादिपारिपूरिंयेव
sīlapāramitā	सीलपारमिता
sīlapāramitāya	सीलपारमिताय
sīlapāramiṃ	सीलपारमिं
sīlapāramīti	सीलपारमीति
sīlasampadaṃ	सीलसम्पदं
sīlassa	सीलस्स
sīlavanāgarājakāle	सीलवनागराजकाले
sīlaṃ	सीलं
sīle	सीले
sīlesu	सीलेसु
sīlāni	सीलानि
sīsakahāpaṇādīni	सीसकहापणादीनि
sīsaṃ	सीसं
sīsenādāya	सीसेनादाय
sītalaṃ	सीतलं
sītena	सीतेन
sītuṇhapaṭighātena	सीतुण्हपटिघातेन
sīvalā	सीवला
sīvalī	सीवली
sūcanato	सूचनतो
sūceti	सूचेति
sūdanato	सूदनतो
sūriyappabhā	सूरियप्पभा
sūriye	सूरिये
sūriyo	सूरियो
sūriyuggamanaṃ	सूरियुग्गमनं
sūriyuggamane	सूरियुग्गमने
sūriyālokena	सूरियालोकेन
tacchakānaṃ	तच्छकानं
tadatthajotikā	तदत्थजोतिका
tadaṅgappahānaṃ	तदङ्गप्पहानं
tadupasammanti	तदुपसम्मन्ति
tadā	तदा
tadādakkhiṃ	तदादक्खिं
tadāti	तदाति
tamantarahitaṃ	तमन्तरहितं
tambapaṇṇinivāsinaṃ	तम्बपण्णिनिवासिनं
tamenaṃ	तमेनं
tamhā	तम्हा
tampi	तम्पि
tanti	तन्ति
tantiatthassa	तन्तिअत्थस्स
tantinayānugaṃ	तन्तिनयानुगं
tantiyo	तन्तियो
tantiyā	तन्तिया
tanu	तनु
tarantassa	तरन्तस्स
tarantā	तरन्ता
tasitā	तसिता
tasmiṃ	तस्मिं
tasmiṃyeva	तस्मिंयेव
tasmā	तस्मा
tassa	तस्स
tassaṃ	तस्सं
tasseva	तस्सेव
tassuddāna	तस्सुद्दान
tassupari	तस्सुपरि
tassā	तस्सा
tassāyevattho	तस्सायेवत्थो
tathā	तथा
tathāgatassa	तथागतस्स
tathāgatavacanaṃ	तथागतवचनं
tathāgataṃ	तथागतं
tathāgate	तथागते
tathāgato	तथागतो
tathāgatoti	तथागतोति
tathāhaṃ	तथाहं
tathārūpaṃ	तथारूपं
tathārūpo	तथारूपो
tatiyasaṅgītikālā	ततियसङ्गीतिकाला
tatiyaṃ	ततियं
tatiye	ततिये
tatiyo	ततियो
tatiyābhisamayo	ततियाभिसमयो
tato	ततो
tattakampi	तत्तकम्पि
tattha	तत्थ
tattheva	तत्थेव
tatthāsuṃ	तत्थासुं
tatthāti	तत्थाति
tava	तव
tavantike	तवन्तिके
tayo	तयो
tayopi	तयोपि
tayā	तया
tañcassa	तञ्चस्स
tañhi	तञ्हि
taḷākassa	तळाकस्स
taḷākaṃ	तळाकं
taṃ	तं
taṅkhaṇaññeva	तङ्खणञ्ञेव
taṇhādiṭṭhisaṃkilesānaṃ	तण्हादिट्ठिसंकिलेसानं
taṇhānaṃ	तण्हानं
taṇḍule	तण्डुले
te	ते
tehi	तेहि
tejasā	तेजसा
temāsaṃ	तेमासं
tena	तेन
teneva	तेनेव
tepajja	तेपज्ज
tepi	तेपि
tepiṭakassa	तेपिटकस्स
tesaṃ	तेसं
tesaṃyeva	तेसंयेव
tesu	तेसु
tesveva	तेस्वेव
thaddhavisamabhūmibhāgatā	थद्धविसमभूमिभागता
thaddhavisamatā	थद्धविसमता
thambhesu	थम्भेसु
thenetvā	थेनेत्वा
theragā	थेरगा
theragāthā	थेरगाथा
therassa	थेरस्स
therehi	थेरेहि
therena	थेरेन
thereneva	थेरेनेव
thero	थेरो
therova	थेरोव
therīgāthā	थेरीगाथा
thokaṃ	थोकं
thoke	थोके
thometvā	थोमेत्वा
thomitā	थोमिता
thutappasattho	थुतप्पसत्थो
thāmadassinā	थामदस्सिना
thāmappattaṃ	थामप्पत्तं
ti	ति
ticīvarehi	तिचीवरेहि
tidasālaye	तिदसालये
tidhā	तिधा
tidivakkamo	तिदिवक्कमो
tikacchedo	तिकच्छेदो
tikadukabhājanaṃ	तिकदुकभाजनं
tikadukapaṭṭhānaṃ	तिकदुकपट्ठानं
tikadukañca	तिकदुकञ्च
tikamātikā	तिकमातिका
tikapaṭṭhānaṃ	तिकपट्ठानं
tikatikapaṭṭhānaṃ	तिकतिकपट्ठानं
tike	तिके
tikesu	तिकेसु
tikesuyeva	तिकेसुयेव
tikicchake	तिकिच्छके
tikicchāpeti	तिकिच्छापेति
tikkhattuṃ	तिक्खत्तुं
tikā	तिका
timattabhāṇavāraṃ	तिमत्तभाणवारं
timattabhāṇavāro	तिमत्तभाणवारो
timirapiṅgalamahāmaccho	तिमिरपिङ्गलमहामच्छो
tipiṭakadharo	तिपिटकधरो
tippabhedameva	तिप्पभेदमेव
tiracchānagatā	तिरच्छानगता
tissabhūtitthero	तिस्सभूतित्थेरो
tisso	तिस्सो
tissā	तिस्सा
titthe	तित्थे
titthiyā	तित्थिया
titti	तित्ति
tivaggo	तिवग्गो
tividhaggi	तिविधग्गि
tividhena	तिविधेन
tividho	तिविधो
tiṃsabhikkhusahassāni	तिंसभिक्खुसहस्सानि
tiṃsahatthubbedhaṃ	तिंसहत्थुब्बेधं
tiṃsakappasahassamatthake	तिंसकप्पसहस्समत्थके
tiṃsavassasahassāni	तिंसवस्ससहस्सानि
tiṇhena	तिण्हेन
tiṇāni	तिणानि
tiṇṇampi	तिण्णम्पि
tiṇṇaṃ	तिण्णं
tiṇṇena	तिण्णेन
tiṭṭhamāno	तिट्ठमानो
tiṭṭhati	तिट्ठति
tosayanto	तोसयन्तो
tulābhūto	तुलाभूतो
tulābhūtā	तुलाभूता
tumhe	तुम्हे
tumhādise	तुम्हादिसे
tunnaṃ	तुन्नं
turiyehi	तुरियेहि
turiyā	तुरिया
tusitabhavane	तुसितभवने
tusitapurā	तुसितपुरा
tusite	तुसिते
tusitā	तुसिता
tuvaṃ	तुवं
tuyhaṃ	तुय्हं
tuṭṭhahaṭṭhaṃ	तुट्ठहट्ठं
tuṭṭhamānasā	तुट्ठमानसा
tuṭṭhi	तुट्ठि
tuṭṭhiñca	तुट्ठिञ्च
tuṭṭhiṃ	तुट्ठिं
tuṭṭho	तुट्ठो
tvampi	त्वम्पि
tvaṃ	त्वं
tā	ता
tādihi	तादिहि
tādisaṃ	तादिसं
tāni	तानि
tāpasapabbajjaṃ	तापसपब्बज्जं
tāpasapabbajjāya	तापसपब्बज्जाय
tāpasaparikkhāre	तापसपरिक्खारे
tāpasaṃ	तापसं
tāpaso	तापसो
tāpena	तापेन
tārakarūpappabhā	तारकरूपप्पभा
tārakarūpesu	तारकरूपेसु
tārakarūpāni	तारकरूपानि
tārakā	तारका
tārayanto	तारयन्तो
tārayati	तारयति
tāremi	तारेमि
tāresi	तारेसि
tāsañca	तासञ्च
tāsaṃ	तासं
tāsaṃyeva	तासंयेव
tāta	तात
tātāti	ताताति
tāva	ताव
tāvade	तावदे
tāvadeva	तावदेव
tāvatiṃsabhavane	तावतिंसभवने
tāvatiṃse	तावतिंसे
tāvatiṃsesu	तावतिंसेसु
tāvatiṃsānaṃ	तावतिंसानं
tāvimaṃ	ताविमं
tāya	ताय
tāyati	तायति
tīhi	तीहि
tīramhi	तीरम्हि
tīre	तीरे
tīsu	तीसु
tīṇi	तीणि
tīṇisatasahassāni	तीणिसतसहस्सानि
tūriyassa	तूरियस्स
ubbhijji	उब्भिज्जि
ubhato	उभतो
ubhatobyañjanapaṇḍakā	उभतोब्यञ्जनपण्डका
ubhatovibhaṅganiddesakhandhakaparivārā	उभतोविभङ्गनिद्देसखन्धकपरिवारा
ubhayanidānasampannassa	उभयनिदानसम्पन्नस्स
ubhayāni	उभयानि
ubho	उभो
ubhopete	उभोपेते
ubhosu	उभोसु
ucchuyantaṃva	उच्छुयन्तंव
uccāraṭṭhānamhi	उच्चारट्ठानम्हि
udagāhiniṃ	उदगाहिनिं
udakacāṭiyo	उदकचाटियो
udakapariyantaṃ	उदकपरियन्तं
udakassa	उदकस्स
udakañca	उदकञ्च
udakaṃ	उदकं
udapādi	उदपादि
udayo	उदयो
uddesamaggo	उद्देसमग्गो
uddesaṃ	उद्देसं
uddhanesu	उद्धनेसु
uddhaṃ	उद्धं
uddānasaṅgahavaggasaṅgahapeyyālasaṅgahaekanipātadukanipātādinipātasaṅgahasaṃyuttasaṅgaha	उद्दानसङ्गहवग्गसङ्गहपेय्यालसङ्गहएकनिपातदुकनिपातादिनिपातसङ्गहसंयुत्तसङ्गह
udeno	उदेनो
udumbararukkho	उदुम्बररुक्खो
udā	उदा
udāharaṇaṃ	उदाहरणं
udāharituṃ	उदाहरितुं
udāhu	उदाहु
udāna	उदान
udānaṃ	उदानं
udānesi	उदानेसि
uggahetvā	उग्गहेत्वा
uggahitanti	उग्गहितन्ति
uggahitaṃ	उग्गहितं
uggantvāpi	उग्गन्त्वापि
uggatejo	उग्गतेजो
uggato	उग्गतो
uggatāpanaṃ	उग्गतापनं
uggatāpano	उग्गतापनो
uggaṇhantopi	उग्गण्हन्तोपि
uggaṇhi	उग्गण्हि
uggaṇhitvā	उग्गण्हित्वा
uggiramānaṃ	उग्गिरमानं
ukkhaliyādīni	उक्खलियादीनि
ukkhepanīyakammatajjanīyakammāraho	उक्खेपनीयकम्मतज्जनीयकम्मारहो
ukkhipanti	उक्खिपन्ति
ummādassa	उम्मादस्स
umāpupphanīluppaladalasañchannaṃ	उमापुप्फनीलुप्पलदलसञ्छन्नं
unnāmetvā	उन्नामेत्वा
upaccagā	उपच्चगा
upacālā	उपचाला
upadduto	उपद्दुतो
upadhārento	उपधारेन्तो
upagamanamattameva	उपगमनमत्तमेव
upagantvāna	उपगन्त्वान
upagataṃ	उपगतं
upahāraṃ	उपहारं
upakaraṇesu	उपकरणेसु
upakena	उपकेन
upakārāya	उपकाराय
upalabbhati	उपलब्भति
upanidhāyahaṃ	उपनिधायहं
upanissayapaccayo	उपनिस्सयपच्चयो
upanissayaṃ	उपनिस्सयं
upaparikkhanti	उपपरिक्खन्ति
upapatti	उपपत्ति
upari	उपरि
upariniggatāhi	उपरिनिग्गताहि
uparitale	उपरितले
upasammati	उपसम्मति
upasampādento	उपसम्पादेन्तो
upasanto	उपसन्तो
upasaṅkamitvā	उपसङ्कमित्वा
upasaṅkamma	उपसङ्कम्म
upasobhati	उपसोभति
upasoṇā	उपसोणा
upasālo	उपसालो
upatisso	उपतिस्सो
upatissā	उपतिस्सा
upaṭṭhahanti	उपट्ठहन्ति
upaṭṭhissatimaṃ	उपट्ठिस्सतिमं
upaṭṭhāko	उपट्ठाको
upaṭṭhānaṃ	उपट्ठानं
upaṭṭhātiyeva	उपट्ठातियेव
upekkhanaṃ	उपेक्खनं
upekkhāpāramitā	उपेक्खापारमिता
upekkhāpāramiṃ	उपेक्खापारमिं
upetaṃ	उपेतं
uppajja	उप्पज्ज
uppajjanabhāvo	उप्पज्जनभावो
uppajjantāpi	उप्पज्जन्तापि
uppajjati	उप्पज्जति
uppajji	उप्पज्जि
uppajjitvā	उप्पज्जित्वा
uppalavaṇṇā	उप्पलवण्णा
uppannesu	उप्पन्नेसु
uppannoti	उप्पन्नोति
uppannā	उप्पन्ना
uppattiyā	उप्पत्तिया
uppādanatthāya	उप्पादनत्थाय
uppādentesupi	उप्पादेन्तेसुपि
uppādetuṃ	उप्पादेतुं
uppādetvā	उप्पादेत्वा
uppāṭetvā	उप्पाटेत्वा
upādinnakaphassādīsu	उपादिन्नकफस्सादीसु
upādinnakasarīraṃ	उपादिन्नकसरीरं
upādāya	उपादाय
upāgantvā	उपागन्त्वा
upāgatosmīti	उपागतोस्मीति
upārambhādihetu	उपारम्भादिहेतु
upārambhānisaṃsā	उपारम्भानिसंसा
upāyena	उपायेन
uragādike	उरगादिके
uruveḷā	उरुवेळा
ussāhajāto	उस्साहजातो
ussāhaṃ	उस्साहं
ussāhena	उस्साहेन
ussāpento	उस्सापेन्तो
usumaṃ	उसुमं
uttamapabbajjā	उत्तमपब्बज्जा
uttarakuruṃ	उत्तरकुरुं
uttaranti	उत्तरन्ति
uttaraṃ	उत्तरं
uttaripi	उत्तरिपि
uttaro	उत्तरो
uttarā	उत्तरा
uttarāsaṅgena	उत्तरासङ्गेन
uttasati	उत्तसति
uttiyo	उत्तियो
utuvasse	उतुवस्से
utuṃ	उतुं
utūnaṃ	उतूनं
uyyojesi	उय्योजेसि
uyyojetabbo	उय्योजेतब्बो
uyyānakīḷāya	उय्यानकीळाय
uyyānavimānakapparukkhesu	उय्यानविमानकप्परुक्खेसु
uyyānaṃ	उय्यानं
uṇhabhāvaṃ	उण्हभावं
uṇhañca	उण्हञ्च
uṇhaṃ	उण्हं
uṇhe	उण्हे
uṭṭhahanti	उट्ठहन्ति
uṭṭhahantūti	उट्ठहन्तूति
uṭṭhahatūti	उट्ठहतूति
uṭṭhahi	उट्ठहि
uṭṭhahiṃsu	उट्ठहिंसु
uṭṭhāpanīyabhāvo	उट्ठापनीयभावो
uṭṭhāpetvā	उट्ठापेत्वा
uṭṭhāyāsanā	उट्ठायासना
va	व
vacana	वचन
vacanamabrvi	वचनमब्र्वि
vacanatthakosallatthaṃ	वचनत्थकोसल्लत्थं
vacanattho	वचनत्थो
vacanaṃ	वचनं
vacanesu	वचनेसु
vaccaṃ	वच्चं
vacībhedaṃ	वचीभेदं
vadanti	वदन्ति
vadati	वदति
vadesīti	वदेसीति
vadeyya	वदेय्य
vadāmīti	वदामीति
vajjanti	वज्जन्ति
vajjayantā	वज्जयन्ता
vanasaṇḍe	वनसण्डे
vandissatīti	वन्दिस्सतीति
vandissāmīti	वन्दिस्सामीति
vanditvā	वन्दित्वा
vapayanti	वपयन्ति
varagandhañca	वरगन्धञ्च
varasamāpattiyo	वरसमापत्तियो
varasāṭakayugaṃ	वरसाटकयुगं
varuṇo	वरुणो
vasanaṭṭhānaṃ	वसनट्ठानं
vasantassa	वसन्तस्स
vasante	वसन्ते
vasantena	वसन्तेन
vasanto	वसन्तो
vasena	वसेन
vasi	वसि
vasitvā	वसित्वा
vassasahassaṃ	वस्ससहस्सं
vassasahassenapi	वस्ससहस्सेनपि
vassasahassānaṃ	वस्ससहस्सानं
vassasahassāni	वस्ससहस्सानि
vassasahassānīti	वस्ससहस्सानीति
vassasatasahassanti	वस्ससतसहस्सन्ति
vassasatasahassaṃ	वस्ससतसहस्सं
vassasatasahassenapi	वस्ससतसहस्सेनपि
vassasatasahassānaṃ	वस्ससतसहस्सानं
vassasataṃ	वस्ससतं
vassasatenapi	वस्ससतेनपि
vassasatānaṃ	वस्ससतानं
vassasatāni	वस्ससतानि
vassāni	वस्सानि
vasudhā	वसुधा
vasībhūtassa	वसीभूतस्स
vasīgaṇena	वसीगणेन
vasīhiṭṭhakathā	वसीहिट्ठकथा
vata	वत
vatamadhiṭṭhahinti	वतमधिट्ठहिन्ति
vataṃ	वतं
vattabbaṃ	वत्तब्बं
vattabbe	वत्तब्बे
vattabbo	वत्तब्बो
vattamānā	वत्तमाना
vattanti	वत्तन्ति
vattasampattiyā	वत्तसम्पत्तिया
vattati	वत्तति
vattaṃ	वत्तं
vatthu	वत्थु
vatthupi	वत्थुपि
vatthurūpaṃ	वत्थुरूपं
vatthāni	वत्थानि
vattā	वत्ता
vatvā	वत्वा
vavatthapetvāva	ववत्थपेत्वाव
vavatthāpitāya	ववत्थापिताय
vayadhammā	वयधम्मा
vaḍḍhakivaṇṇaṃ	वड्ढकिवण्णं
vaḍḍhati	वड्ढति
vaḍḍheti	वड्ढेति
vaḍḍhetvā	वड्ढेत्वा
vaḷañjanaṃ	वळञ्जनं
vaṃ	वं
vaṃsānurakkhaṇatthāya	वंसानुरक्खणत्थाय
vaṅkakājaṃ	वङ्ककाजं
vaṅkapabbatasadise	वङ्कपब्बतसदिसे
vaṇṇadhātu	वण्णधातु
vaṇṇapokkharatāya	वण्णपोक्खरताय
vaṇṇaṃ	वण्णं
vaṇṇenātiādīsu	वण्णेनातिआदीसु
vaṇṇitā	वण्णिता
vaṭumāyanaṃ	वटुमायनं
vaṭṭati	वट्टति
vaṭṭatīti	वट्टतीति
ve	वे
vebhārapabbate	वेभारपब्बते
vebhāraṃ	वेभारं
vedajāto	वेदजातो
vedalla	वेदल्ल
vedallanti	वेदल्लन्ति
vedallaṃ	वेदल्लं
vedanā	वेदना
vedanākkhandhavaseneva	वेदनाक्खन्धवसेनेव
vedanāpañcakaindriyavasena	वेदनापञ्चकइन्द्रियवसेन
vedanāsatipaṭṭhānavaseneva	वेदनासतिपट्ठानवसेनेव
vedanāttikavaseneva	वेदनात्तिकवसेनेव
vedanāvasena	वेदनावसेन
vedanāvaseneva	वेदनावसेनेव
vedañca	वेदञ्च
vedehamuninā	वेदेहमुनिना
veditabbaṃ	वेदितब्बं
veditabbo	वेदितब्बो
