1	១
sikkhāpadāni	សិក្ខាបទានិ
sikkāya	សិក្កាយ
siliṭṭhaṃ	សិលិដ្ឋំ
sineruṃ	សិនេរុំ
siniddhāhāro	សិនិទ្ធាហារោ
sirasmiṃ	សិរស្មិំ
sirimā	សិរិមា
sirisayane	សិរិសយនេ
siriyā	សិរិយា
sirīmato	សិរីមតោ
sissehi	សិស្សេហិ
sissānusissasaṅkhātāya	សិស្សានុសិស្សសង្ខាតាយ
sissānusissehīti	សិស្សានុសិស្សេហីតិ
sivamañjase	សិវមញ្ជសេ
sive	សិវេ
sivijātake	សិវិជាតកេ
sivirājakāle	សិវិរាជកាលេ
siyā	សិយា
so	សោ
sobhati	សោភតិ
sobhavatī	សោភវតី
sobhaṇaṃ	សោភណំ
sobhesi	សោភេសិ
sobheyyāti	សោភេយ្យាតិ
sobhito	សោភិតោ
sodhayissāmi	សោធយិស្សាមិ
sodhemahaṃ	សោធេមហំ
sodhenti	សោធេន្តិ
sodhetha	សោធេថ
sodhetuṃ	សោធេតុំ
sodhīyati	សោធីយតិ
soko	សោកោ
somanassakumārakāle	សោមនស្សកុមារកាលេ
somanassaṃ	សោមនស្សំ
sopi	សោបិ
sosetvā	សោសេត្វា
sotthijo	សោត្ថិជោ
sotthiyena	សោត្ថិយេន
sotthiṃ	សោត្ថិំ
sotukāmaṃ	សោតុកាមំ
sotūnaṃ	សោតូនំ
sovaṇṇamayaṃ	សោវណ្ណមយំ
soḷasa	សោឡស
soṇako	សោណកោ
soṇarukkho	សោណរុក្ខោ
soṇo	សោណោ
soṇā	សោណា
su	សុ
subhaddo	សុភទ្ទោ
subhaddā	សុភទ្ទា
sucimpi	សុចិម្បិ
suciṃ	សុចិំ
suciṇṇe	សុចិណ្ណេ
suciṇṇo	សុចិណ្ណោ
sudassananagare	សុទស្សននគរេ
sudassanasiluccaye	សុទស្សនសិលុច្ចយេ
sudassanaṃ	សុទស្សនំ
sudassano	សុទស្សនោ
sudassanā	សុទស្សនា
sudatto	សុទត្តោ
sudattā	សុទត្តា
suddhagocarā	សុទ្ធគោចរា
suddhikagāthā	សុទ្ធិកគាថា
suddhodano	សុទ្ធោទនោ
suddhāvāse	សុទ្ធាវាសេ
sudevo	សុទេវោ
sudhammaṃ	សុធម្មំ
sudhammo	សុធម្មោ
sudhammā	សុធម្មា
sudhaññavatī	សុធញ្ញវតី
sudinnaṃ	សុទិន្នំ
sudinno	សុទិន្នោ
sudubbudhaṃ	សុទុព្ពុធំ
sugambhīrāti	សុគម្ភីរាតិ
suggahitā	សុគ្គហិតា
suguttaṃ	សុគុត្តំ
sujāto	សុជាតោ
sujātā	សុជាតា
sujātāya	សុជាតាយ
sukathitaṃ	សុកថិតំ
sukato	សុកតោ
sukhadukkhaṃ	សុខទុក្ខំ
sukhadukkhe	សុខទុក្ខេ
sukhamāvahāti	សុខមាវហាតិ
sukhaṃ	សុខំ
sukhena	សុខេន
sukhito	សុខិតោ
sukhumālakaraṇabhāvo	សុខុមាលករណភាវោ
sukhāya	សុខាយ
sukhī	សុខី
sulabhatāya	សុលភតាយ
sumanadevatthero	សុមនទេវត្ថេរោ
sumano	សុមនោ
sumanā	សុមនា
sumaṅgalaṃ	សុមង្គលំ
sumedhakathā	សុមេធកថា
sumedhapaṇḍitena	សុមេធបណ្ឌិតេន
sumedhapaṇḍito	សុមេធបណ្ឌិតោ
sumedho	សុមេធោ
sumitto	សុមិត្តោ
sumāpitā	សុមាបិតា
sunando	សុនន្ទោ
sunandā	សុនន្ទា
sundaraṃ	សុន្ទរំ
sundarī	សុន្ទរី
sunetto	សុនេត្តោ
supaccakkho	សុបច្ចក្ខោ
supakkalākhārasasiñcamānā	សុបក្កលាខារសសិញ្ចមានា
suparicchinno	សុបរិច្ឆិន្នោ
suphassā	សុផស្សា
suphusitaṃ	សុផុសិតំ
suppatiṭṭhito	សុប្បតិដ្ឋិតោ
suppatīto	សុប្បតីតោ
suppaṭipanno	សុប្បដិបន្នោ
supupphitasatapattasassirikaṃ	សុបុប្ផិតសតបត្តសស្សិរិកំ
surakkhito	សុរក្ខិតោ
surattadupaṭṭaṃ	សុរត្តទុបដ្ដំ
suruci	សុរុចិ
surāmā	សុរាមា
susīmo	សុសីមោ
sutta	សុត្ត
suttanipāte	សុត្តនិបាតេ
suttantabhājanīyaabhidhammabhājanīyapañhapucchakanayānaṃ	សុត្តន្តភាជនីយអភិធម្មភាជនីយបញ្ហបុច្ឆកនយានំ
suttantabhājanīyaabhidhammabhājanīyapañhapucchakānaṃ	សុត្តន្តភាជនីយអភិធម្មភាជនីយបញ្ហបុច្ឆកានំ
suttantabhājanīyaṃ	សុត្តន្តភាជនីយំ
suttantapiṭakaṃ	សុត្តន្តបិដកំ
suttantapiṭake	សុត្តន្តបិដកេ
suttantañca	សុត្តន្តញ្ច
suttantaṃ	សុត្តន្តំ
suttanti	សុត្តន្តិ
suttantikadukā	សុត្តន្តិកទុកា
suttantā	សុត្តន្តា
suttanāmakaṃ	សុត្តនាមកំ
suttapadānañceva	សុត្តបទានញ្ចេវ
suttasabhāgato	សុត្តសភាគតោ
suttasahassaṃ	សុត្តសហស្សំ
suttasahassesu	សុត្តសហស្សេសុ
suttasahassāni	សុត្តសហស្សានិ
suttasatāni	សុត្តសតានិ
suttaṃ	សុត្តំ
suttaṃpe	សុត្តំបេ
suttena	សុត្តេន
suttesu	សុត្តេសុ
suttādīni	សុត្តាទីនិ
suttānaṃ	សុត្តានំ
suttāni	សុត្តានិ
sutvā	សុត្វា
sutvāna	សុត្វាន
suvavatthito	សុវវត្ថិតោ
suvaṇṇakalasehi	សុវណ្ណកលសេហិ
suvaṇṇamayesu	សុវណ្ណមយេសុ
suvaṇṇamayā	សុវណ្ណមយា
suvaṇṇapaṭa	សុវណ្ណបដ
suvaṇṇapaṭapasāritā	សុវណ្ណបដបសារិតា
suvaṇṇapaṭimā	សុវណ្ណបដិមា
suvaṇṇapādukañca	សុវណ្ណបាទុកញ្ច
suvaṇṇapātiṃ	សុវណ្ណបាតិំ
suvaṇṇarajatamaṇimuttādipūrite	សុវណ្ណរជតមណិមុត្តាទិបូរិតេ
suvaṇṇarasadhārābhisiñcamānā	សុវណ្ណរសធារាភិសិញ្ចមានា
suvaṇṇavaṇṇaṃ	សុវណ្ណវណ្ណំ
suvaṇṇāliṅgasadisaṃ	សុវណ្ណាលិង្គសទិសំ
suvaṇṇāliṅgaṃ	សុវណ្ណាលិង្គំ
suvisodhitaṃ	សុវិសោធិតំ
suvuttato	សុវុត្តតោ
suññā	សុញ្ញា
sve	ស្វេ
svāhaṃ	ស្វាហំ
svātanāya	ស្វាតនាយ
sā	សា
sādhakāni	សាធកានិ
sādhentā	សាធេន្តា
sādhu	សាធុ
sādhukāraṃ	សាធុការំ
sādhāraṇabhāvo	សាធារណភាវោ
sādhāraṇatāya	សាធារណតាយ
sādhūti	សាធូតិ
sāgaresu	សាគរេសុ
sāgaro	សាគរោ
sāgarā	សាគរា
sākhāpalāsasadisā	សាខាបលាសសទិសា
sālakalyāṇī	សាលកល្យាណី
sālarukkho	សាលរុក្ខោ
sālarājāva	សាលរាជាវ
sālo	សាលោ
sālāpi	សាលាបិ
sāmaññaṃ	សាមញ្ញំ
sāmikā	សាមិកា
sāmukkaṃsikena	សាមុក្កំសិកេន
sāmā	សាមា
sāragavesīti	សារគវេសីតិ
sārarukkho	សាររុក្ខោ
sārasūciṃ	សារសូចិំ
sāratthiko	សារត្ថិកោ
sāriputta	សារិបុត្ត
sāriputtassa	សារិបុត្តស្ស
sāriputtattherappabhavo	សារិបុត្តត្ថេរប្បភវោ
sāriputtattheravatthu	សារិបុត្តត្ថេរវត្ថុ
sāriputtatthero	សារិបុត្តត្ថេរោ
sāriputtāti	សារិបុត្តាតិ
sāropamaṃ	សារោបមំ
sāruppabhāvo	សារុប្បភាវោ
sāsanato	សាសនតោ
sāsanaṃ	សាសនំ
sāsane	សាសនេ
sāsitāti	សាសិតាតិ
sātisāro	សាតិសារោ
sāvakabhāsitattā	សាវកភាសិតត្តា
sāvakasannipātesu	សាវកសន្និបាតេសុ
sāvakasannipāto	សាវកសន្និបាតោ
sāvakasannipātā	សាវកសន្និបាតា
sāvako	សាវកោ
sāvakā	សាវកា
sāvikā	សាវិកា
sāvitoti	សាវិតោតិ
sāyanhasamayaṃ	សាយន្ហសមយំ
sāyanhasamaye	សាយន្ហសមយេ
sāyaṃ	សាយំ
sāṭakasmiṃ	សាដកស្មិំ
sāṭakayugaṃ	សាដកយុគំ
sāṭakaṃ	សាដកំ
sāṭṭhakathānaṃ	សាដ្ឋកថានំ
sīhanādaṃ	សីហនាទំ
sīhassa	សីហស្ស
sīhaṃ	សីហំ
sīho	សីហោ
sīlakkhandhādipāripūriṃyeva	សីលក្ខន្ធាទិបារិបូរិំយេវ
sīlapāramitā	សីលបារមិតា
sīlapāramitāya	សីលបារមិតាយ
sīlapāramiṃ	សីលបារមិំ
sīlapāramīti	សីលបារមីតិ
sīlasampadaṃ	សីលសម្បទំ
sīlassa	សីលស្ស
sīlavanāgarājakāle	សីលវនាគរាជកាលេ
sīlaṃ	សីលំ
sīle	សីលេ
sīlesu	សីលេសុ
sīlāni	សីលានិ
sīsakahāpaṇādīni	សីសកហាបណាទីនិ
sīsaṃ	សីសំ
sīsenādāya	សីសេនាទាយ
sītalaṃ	សីតលំ
sītena	សីតេន
sītuṇhapaṭighātena	សីតុណ្ហបដិឃាតេន
sīvalā	សីវលា
sīvalī	សីវលី
sūcanato	សូចនតោ
sūceti	សូចេតិ
sūdanato	សូទនតោ
sūriyappabhā	សូរិយប្បភា
sūriye	សូរិយេ
sūriyo	សូរិយោ
sūriyuggamanaṃ	សូរិយុគ្គមនំ
sūriyuggamane	សូរិយុគ្គមនេ
sūriyālokena	សូរិយាលោកេន
tacchakānaṃ	តច្ឆកានំ
tadatthajotikā	តទត្ថជោតិកា
tadaṅgappahānaṃ	តទង្គប្បហានំ
tadupasammanti	តទុបសម្មន្តិ
tadā	តទា
tadādakkhiṃ	តទាទក្ខិំ
tadāti	តទាតិ
tamantarahitaṃ	តមន្តរហិតំ
tambapaṇṇinivāsinaṃ	តម្ពបណ្ណិនិវាសិនំ
tamenaṃ	តមេនំ
tamhā	តម្ហា
tampi	តម្បិ
tanti	តន្តិ
tantiatthassa	តន្តិអត្ថស្ស
tantinayānugaṃ	តន្តិនយានុគំ
tantiyo	តន្តិយោ
tantiyā	តន្តិយា
tanu	តនុ
tarantassa	តរន្តស្ស
tarantā	តរន្តា
tasitā	តសិតា
tasmiṃ	តស្មិំ
tasmiṃyeva	តស្មិំយេវ
tasmā	តស្មា
tassa	តស្ស
tassaṃ	តស្សំ
tasseva	តស្សេវ
tassuddāna	តស្សុទ្ទាន
tassupari	តស្សុបរិ
tassā	តស្សា
tassāyevattho	តស្សាយេវត្ថោ
tathā	តថា
tathāgatassa	តថាគតស្ស
tathāgatavacanaṃ	តថាគតវចនំ
tathāgataṃ	តថាគតំ
tathāgate	តថាគតេ
tathāgato	តថាគតោ
tathāgatoti	តថាគតោតិ
tathāhaṃ	តថាហំ
tathārūpaṃ	តថារូបំ
tathārūpo	តថារូបោ
tatiyasaṅgītikālā	តតិយសង្គីតិកាលា
tatiyaṃ	តតិយំ
tatiye	តតិយេ
tatiyo	តតិយោ
tatiyābhisamayo	តតិយាភិសមយោ
tato	តតោ
tattakampi	តត្តកម្បិ
tattha	តត្ថ
tattheva	តត្ថេវ
tatthāsuṃ	តត្ថាសុំ
tatthāti	តត្ថាតិ
tava	តវ
tavantike	តវន្តិកេ
tayo	តយោ
tayopi	តយោបិ
tayā	តយា
tañcassa	តញ្ចស្ស
tañhi	តញ្ហិ
taḷākassa	តឡាកស្ស
taḷākaṃ	តឡាកំ
taṃ	តំ
taṅkhaṇaññeva	តង្ខណញ្ញេវ
taṇhādiṭṭhisaṃkilesānaṃ	តណ្ហាទិដ្ឋិសំកិលេសានំ
taṇhānaṃ	តណ្ហានំ
taṇḍule	តណ្ឌុលេ
te	តេ
tehi	តេហិ
tejasā	តេជសា
temāsaṃ	តេមាសំ
tena	តេន
teneva	តេនេវ
tepajja	តេបជ្ជ
tepi	តេបិ
tepiṭakassa	តេបិដកស្ស
tesaṃ	តេសំ
tesaṃyeva	តេសំយេវ
tesu	តេសុ
tesveva	តេស្វេវ
thaddhavisamabhūmibhāgatā	ថទ្ធវិសមភូមិភាគតា
thaddhavisamatā	ថទ្ធវិសមតា
thambhesu	ថម្ភេសុ
thenetvā	ថេនេត្វា
theragā	ថេរគា
theragāthā	ថេរគាថា
therassa	ថេរស្ស
therehi	ថេរេហិ
therena	ថេរេន
thereneva	ថេរេនេវ
thero	ថេរោ
therova	ថេរោវ
therīgāthā	ថេរីគាថា
thokaṃ	ថោកំ
thoke	ថោកេ
thometvā	ថោមេត្វា
thomitā	ថោមិតា
thutappasattho	ថុតប្បសត្ថោ
thāmadassinā	ថាមទស្សិនា
thāmappattaṃ	ថាមប្បត្តំ
ti	តិ
ticīvarehi	តិចីវរេហិ
tidasālaye	តិទសាលយេ
tidhā	តិធា
tidivakkamo	តិទិវក្កមោ
tikacchedo	តិកច្ឆេទោ
tikadukabhājanaṃ	តិកទុកភាជនំ
tikadukapaṭṭhānaṃ	តិកទុកបដ្ឋានំ
tikadukañca	តិកទុកញ្ច
tikamātikā	តិកមាតិកា
tikapaṭṭhānaṃ	តិកបដ្ឋានំ
tikatikapaṭṭhānaṃ	តិកតិកបដ្ឋានំ
tike	តិកេ
tikesu	តិកេសុ
tikesuyeva	តិកេសុយេវ
tikicchake	តិកិច្ឆកេ
tikicchāpeti	តិកិច្ឆាបេតិ
tikkhattuṃ	តិក្ខត្តុំ
tikā	តិកា
timattabhāṇavāraṃ	តិមត្តភាណវារំ
timattabhāṇavāro	តិមត្តភាណវារោ
timirapiṅgalamahāmaccho	តិមិរបិង្គលមហាមច្ឆោ
tipiṭakadharo	តិបិដកធរោ
tippabhedameva	តិប្បភេទមេវ
tiracchānagatā	តិរច្ឆានគតា
tissabhūtitthero	តិស្សភូតិត្ថេរោ
tisso	តិស្សោ
tissā	តិស្សា
titthe	តិត្ថេ
titthiyā	តិត្ថិយា
titti	តិត្តិ
tivaggo	តិវគ្គោ
tividhaggi	តិវិធគ្គិ
tividhena	តិវិធេន
tividho	តិវិធោ
tiṃsabhikkhusahassāni	តិំសភិក្ខុសហស្សានិ
tiṃsahatthubbedhaṃ	តិំសហត្ថុព្ពេធំ
tiṃsakappasahassamatthake	តិំសកប្បសហស្សមត្ថកេ
tiṃsavassasahassāni	តិំសវស្សសហស្សានិ
tiṇhena	តិណ្ហេន
tiṇāni	តិណានិ
tiṇṇampi	តិណ្ណម្បិ
tiṇṇaṃ	តិណ្ណំ
tiṇṇena	តិណ្ណេន
tiṭṭhamāno	តិដ្ឋមានោ
tiṭṭhati	តិដ្ឋតិ
tosayanto	តោសយន្តោ
tulābhūto	តុលាភូតោ
tulābhūtā	តុលាភូតា
tumhe	តុម្ហេ
tumhādise	តុម្ហាទិសេ
tunnaṃ	តុន្នំ
turiyehi	តុរិយេហិ
turiyā	តុរិយា
tusitabhavane	តុសិតភវនេ
tusitapurā	តុសិតបុរា
tusite	តុសិតេ
tusitā	តុសិតា
tuvaṃ	តុវំ
tuyhaṃ	តុយ្ហំ
tuṭṭhahaṭṭhaṃ	តុដ្ឋហដ្ឋំ
tuṭṭhamānasā	តុដ្ឋមានសា
tuṭṭhi	តុដ្ឋិ
tuṭṭhiñca	តុដ្ឋិញ្ច
tuṭṭhiṃ	តុដ្ឋិំ
tuṭṭho	តុដ្ឋោ
tvampi	ត្វម្បិ
tvaṃ	ត្វំ
tā	តា
tādihi	តាទិហិ
tādisaṃ	តាទិសំ
tāni	តានិ
tāpasapabbajjaṃ	តាបសបព្ពជ្ជំ
tāpasapabbajjāya	តាបសបព្ពជ្ជាយ
tāpasaparikkhāre	តាបសបរិក្ខារេ
tāpasaṃ	តាបសំ
tāpaso	តាបសោ
tāpena	តាបេន
tārakarūpappabhā	តារករូបប្បភា
tārakarūpesu	តារករូបេសុ
tārakarūpāni	តារករូបានិ
tārakā	តារកា
tārayanto	តារយន្តោ
tārayati	តារយតិ
tāremi	តារេមិ
tāresi	តារេសិ
tāsañca	តាសញ្ច
tāsaṃ	តាសំ
tāsaṃyeva	តាសំយេវ
tāta	តាត
tātāti	តាតាតិ
tāva	តាវ
tāvade	តាវទេ
tāvadeva	តាវទេវ
tāvatiṃsabhavane	តាវតិំសភវនេ
tāvatiṃse	តាវតិំសេ
tāvatiṃsesu	តាវតិំសេសុ
tāvatiṃsānaṃ	តាវតិំសានំ
tāvimaṃ	តាវិមំ
tāya	តាយ
tāyati	តាយតិ
tīhi	តីហិ
tīramhi	តីរម្ហិ
tīre	តីរេ
tīsu	តីសុ
tīṇi	តីណិ
tīṇisatasahassāni	តីណិសតសហស្សានិ
tūriyassa	តូរិយស្ស
ubbhijji	ឧព្ភិជ្ជិ
ubhato	ឧភតោ
ubhatobyañjanapaṇḍakā	ឧភតោព្យញ្ជនបណ្ឌកា
ubhatovibhaṅganiddesakhandhakaparivārā	ឧភតោវិភង្គនិទ្ទេសខន្ធកបរិវារា
ubhayanidānasampannassa	ឧភយនិទានសម្បន្នស្ស
ubhayāni	ឧភយានិ
ubho	ឧភោ
ubhopete	ឧភោបេតេ
ubhosu	ឧភោសុ
ucchuyantaṃva	ឧច្ឆុយន្តំវ
uccāraṭṭhānamhi	ឧច្ចារដ្ឋានម្ហិ
udagāhiniṃ	ឧទគាហិនិំ
udakacāṭiyo	ឧទកចាដិយោ
udakapariyantaṃ	ឧទកបរិយន្តំ
udakassa	ឧទកស្ស
udakañca	ឧទកញ្ច
udakaṃ	ឧទកំ
udapādi	ឧទបាទិ
udayo	ឧទយោ
uddesamaggo	ឧទ្ទេសមគ្គោ
uddesaṃ	ឧទ្ទេសំ
uddhanesu	ឧទ្ធនេសុ
uddhaṃ	ឧទ្ធំ
uddānasaṅgahavaggasaṅgahapeyyālasaṅgahaekanipātadukanipātādinipātasaṅgahasaṃyuttasaṅgaha	ឧទ្ទានសង្គហវគ្គសង្គហបេយ្យាលសង្គហឯកនិបាតទុកនិបាតាទិនិបាតសង្គហសំយុត្តសង្គហ
udeno	ឧទេនោ
udumbararukkho	ឧទុម្ពររុក្ខោ
udā	ឧទា
udāharaṇaṃ	ឧទាហរណំ
udāharituṃ	ឧទាហរិតុំ
udāhu	ឧទាហុ
udāna	ឧទាន
udānaṃ	ឧទានំ
udānesi	ឧទានេសិ
uggahetvā	ឧគ្គហេត្វា
uggahitanti	ឧគ្គហិតន្តិ
uggahitaṃ	ឧគ្គហិតំ
uggantvāpi	ឧគ្គន្ត្វាបិ
uggatejo	ឧគ្គតេជោ
uggato	ឧគ្គតោ
uggatāpanaṃ	ឧគ្គតាបនំ
uggatāpano	ឧគ្គតាបនោ
uggaṇhantopi	ឧគ្គណ្ហន្តោបិ
uggaṇhi	ឧគ្គណ្ហិ
uggaṇhitvā	ឧគ្គណ្ហិត្វា
uggiramānaṃ	ឧគ្គិរមានំ
ukkhaliyādīni	ឧក្ខលិយាទីនិ
ukkhepanīyakammatajjanīyakammāraho	ឧក្ខេបនីយកម្មតជ្ជនីយកម្មារហោ
ukkhipanti	ឧក្ខិបន្តិ
ummādassa	ឧម្មាទស្ស
umāpupphanīluppaladalasañchannaṃ	ឧមាបុប្ផនីលុប្បលទលសញ្ឆន្នំ
unnāmetvā	ឧន្នាមេត្វា
upaccagā	ឧបច្ចគា
upacālā	ឧបចាលា
upadduto	ឧបទ្ទុតោ
upadhārento	ឧបធារេន្តោ
upagamanamattameva	ឧបគមនមត្តមេវ
upagantvāna	ឧបគន្ត្វាន
upagataṃ	ឧបគតំ
upahāraṃ	ឧបហារំ
upakaraṇesu	ឧបករណេសុ
upakena	ឧបកេន
upakārāya	ឧបការាយ
upalabbhati	ឧបលព្ភតិ
upanidhāyahaṃ	ឧបនិធាយហំ
upanissayapaccayo	ឧបនិស្សយបច្ចយោ
upanissayaṃ	ឧបនិស្សយំ
upaparikkhanti	ឧបបរិក្ខន្តិ
upapatti	ឧបបត្តិ
upari	ឧបរិ
upariniggatāhi	ឧបរិនិគ្គតាហិ
uparitale	ឧបរិតលេ
upasammati	ឧបសម្មតិ
upasampādento	ឧបសម្បាទេន្តោ
upasanto	ឧបសន្តោ
upasaṅkamitvā	ឧបសង្កមិត្វា
upasaṅkamma	ឧបសង្កម្ម
upasobhati	ឧបសោភតិ
upasoṇā	ឧបសោណា
upasālo	ឧបសាលោ
upatisso	ឧបតិស្សោ
upatissā	ឧបតិស្សា
upaṭṭhahanti	ឧបដ្ឋហន្តិ
upaṭṭhissatimaṃ	ឧបដ្ឋិស្សតិមំ
upaṭṭhāko	ឧបដ្ឋាកោ
upaṭṭhānaṃ	ឧបដ្ឋានំ
upaṭṭhātiyeva	ឧបដ្ឋាតិយេវ
upekkhanaṃ	ឧបេក្ខនំ
upekkhāpāramitā	ឧបេក្ខាបារមិតា
upekkhāpāramiṃ	ឧបេក្ខាបារមិំ
upetaṃ	ឧបេតំ
uppajja	ឧប្បជ្ជ
uppajjanabhāvo	ឧប្បជ្ជនភាវោ
uppajjantāpi	ឧប្បជ្ជន្តាបិ
uppajjati	ឧប្បជ្ជតិ
uppajji	ឧប្បជ្ជិ
uppajjitvā	ឧប្បជ្ជិត្វា
uppalavaṇṇā	ឧប្បលវណ្ណា
uppannesu	ឧប្បន្នេសុ
uppannoti	ឧប្បន្នោតិ
uppannā	ឧប្បន្នា
uppattiyā	ឧប្បត្តិយា
uppādanatthāya	ឧប្បាទនត្ថាយ
uppādentesupi	ឧប្បាទេន្តេសុបិ
uppādetuṃ	ឧប្បាទេតុំ
uppādetvā	ឧប្បាទេត្វា
uppāṭetvā	ឧប្បាដេត្វា
upādinnakaphassādīsu	ឧបាទិន្នកផស្សាទីសុ
upādinnakasarīraṃ	ឧបាទិន្នកសរីរំ
upādāya	ឧបាទាយ
upāgantvā	ឧបាគន្ត្វា
upāgatosmīti	ឧបាគតោស្មីតិ
upārambhādihetu	ឧបារម្ភាទិហេតុ
upārambhānisaṃsā	ឧបារម្ភានិសំសា
upāyena	ឧបាយេន
uragādike	ឧរគាទិកេ
uruveḷā	ឧរុវេឡា
ussāhajāto	ឧស្សាហជាតោ
ussāhaṃ	ឧស្សាហំ
ussāhena	ឧស្សាហេន
ussāpento	ឧស្សាបេន្តោ
usumaṃ	ឧសុមំ
uttamapabbajjā	ឧត្តមបព្ពជ្ជា
uttarakuruṃ	ឧត្តរកុរុំ
uttaranti	ឧត្តរន្តិ
uttaraṃ	ឧត្តរំ
uttaripi	ឧត្តរិបិ
uttaro	ឧត្តរោ
uttarā	ឧត្តរា
uttarāsaṅgena	ឧត្តរាសង្គេន
uttasati	ឧត្តសតិ
uttiyo	ឧត្តិយោ
utuvasse	ឧតុវស្សេ
utuṃ	ឧតុំ
utūnaṃ	ឧតូនំ
uyyojesi	ឧយ្យោជេសិ
uyyojetabbo	ឧយ្យោជេតព្ពោ
uyyānakīḷāya	ឧយ្យានកីឡាយ
uyyānavimānakapparukkhesu	ឧយ្យានវិមានកប្បរុក្ខេសុ
uyyānaṃ	ឧយ្យានំ
uṇhabhāvaṃ	ឧណ្ហភាវំ
uṇhañca	ឧណ្ហញ្ច
uṇhaṃ	ឧណ្ហំ
uṇhe	ឧណ្ហេ
uṭṭhahanti	ឧដ្ឋហន្តិ
uṭṭhahantūti	ឧដ្ឋហន្តូតិ
uṭṭhahatūti	ឧដ្ឋហតូតិ
uṭṭhahi	ឧដ្ឋហិ
uṭṭhahiṃsu	ឧដ្ឋហិំសុ
uṭṭhāpanīyabhāvo	ឧដ្ឋាបនីយភាវោ
uṭṭhāpetvā	ឧដ្ឋាបេត្វា
uṭṭhāyāsanā	ឧដ្ឋាយាសនា
va	វ
vacana	វចន
vacanamabrvi	វចនមព្រ្វិ
vacanatthakosallatthaṃ	វចនត្ថកោសល្លត្ថំ
vacanattho	វចនត្ថោ
vacanaṃ	វចនំ
vacanesu	វចនេសុ
vaccaṃ	វច្ចំ
vacībhedaṃ	វចីភេទំ
vadanti	វទន្តិ
vadati	វទតិ
vadesīti	វទេសីតិ
vadeyya	វទេយ្យ
vadāmīti	វទាមីតិ
vajjanti	វជ្ជន្តិ
vajjayantā	វជ្ជយន្តា
vanasaṇḍe	វនសណ្ឌេ
vandissatīti	វន្ទិស្សតីតិ
vandissāmīti	វន្ទិស្សាមីតិ
vanditvā	វន្ទិត្វា
vapayanti	វបយន្តិ
varagandhañca	វរគន្ធញ្ច
varasamāpattiyo	វរសមាបត្តិយោ
varasāṭakayugaṃ	វរសាដកយុគំ
varuṇo	វរុណោ
vasanaṭṭhānaṃ	វសនដ្ឋានំ
vasantassa	វសន្តស្ស
vasante	វសន្តេ
vasantena	វសន្តេន
vasanto	វសន្តោ
vasena	វសេន
vasi	វសិ
vasitvā	វសិត្វា
vassasahassaṃ	វស្សសហស្សំ
vassasahassenapi	វស្សសហស្សេនបិ
vassasahassānaṃ	វស្សសហស្សានំ
vassasahassāni	វស្សសហស្សានិ
vassasahassānīti	វស្សសហស្សានីតិ
vassasatasahassanti	វស្សសតសហស្សន្តិ
vassasatasahassaṃ	វស្សសតសហស្សំ
vassasatasahassenapi	វស្សសតសហស្សេនបិ
vassasatasahassānaṃ	វស្សសតសហស្សានំ
vassasataṃ	វស្សសតំ
vassasatenapi	វស្សសតេនបិ
vassasatānaṃ	វស្សសតានំ
vassasatāni	វស្សសតានិ
vassāni	វស្សានិ
vasudhā	វសុធា
vasībhūtassa	វសីភូតស្ស
vasīgaṇena	វសីគណេន
vasīhiṭṭhakathā	វសីហិដ្ឋកថា
vata	វត
vatamadhiṭṭhahinti	វតមធិដ្ឋហិន្តិ
vataṃ	វតំ
vattabbaṃ	វត្តព្ពំ
vattabbe	វត្តព្ពេ
vattabbo	វត្តព្ពោ
vattamānā	វត្តមានា
vattanti	វត្តន្តិ
vattasampattiyā	វត្តសម្បត្តិយា
vattati	វត្តតិ
vattaṃ	វត្តំ
vatthu	វត្ថុ
vatthupi	វត្ថុបិ
vatthurūpaṃ	វត្ថុរូបំ
vatthāni	វត្ថានិ
vattā	វត្តា
vatvā	វត្វា
vavatthapetvāva	វវត្ថបេត្វាវ
vavatthāpitāya	វវត្ថាបិតាយ
vayadhammā	វយធម្មា
vaḍḍhakivaṇṇaṃ	វឌ្ឍកិវណ្ណំ
vaḍḍhati	វឌ្ឍតិ
vaḍḍheti	វឌ្ឍេតិ
vaḍḍhetvā	វឌ្ឍេត្វា
vaḷañjanaṃ	វឡញ្ជនំ
vaṃ	វំ
vaṃsānurakkhaṇatthāya	វំសានុរក្ខណត្ថាយ
vaṅkakājaṃ	វង្កកាជំ
vaṅkapabbatasadise	វង្កបព្ពតសទិសេ
vaṇṇadhātu	វណ្ណធាតុ
vaṇṇapokkharatāya	វណ្ណបោក្ខរតាយ
vaṇṇaṃ	វណ្ណំ
vaṇṇenātiādīsu	វណ្ណេនាតិអាទីសុ
vaṇṇitā	វណ្ណិតា
vaṭumāyanaṃ	វដុមាយនំ
vaṭṭati	វដ្ដតិ
vaṭṭatīti	វដ្ដតីតិ
ve	វេ
vebhārapabbate	វេភារបព្ពតេ
vebhāraṃ	វេភារំ
vedajāto	វេទជាតោ
vedalla	វេទល្ល
vedallanti	វេទល្លន្តិ
vedallaṃ	វេទល្លំ
vedanā	វេទនា
vedanākkhandhavaseneva	វេទនាក្ខន្ធវសេនេវ
vedanāpañcakaindriyavasena	វេទនាបញ្ចកឥន្ទ្រិយវសេន
vedanāsatipaṭṭhānavaseneva	វេទនាសតិបដ្ឋានវសេនេវ
vedanāttikavaseneva	វេទនាត្តិកវសេនេវ
